COMENTARIO,CLASE,ETIQUETA,RESUMEN
MEXICANOS NO DEJARAN BEBER REFRESCOS PESE AUMENTO HABRA PROXIMO ANO PERO SI ESTAN CAMBIANDO SUS GUSTOS OPCIONES LIGHT SEGUN ESTUDIO DE,POSITIVO,0,3504,POSITIVO
SEMAFORO ALERTA ENCUENTRA EN,POSITIVO,0,1363,NEGATIVO
RUTH RODRIGUEZ ESCRIBE CISMA SALUD LLAMADO MOHAR,POSITIVO,0,5133,NEUTRO
MARTIN ESPINOSA ESCRIBE FUERZA ESTADOS,POSITIVO,0
REPORTAN DESAPARICION MAESTRO UAM IZTAPALAPA AYUDANOS COMPARTIR,POSITIVO,0
TERMINA TU DIA BIEN INFORMADO POR,POSITIVO,0
YOUTUBER ENCONTRO NUEVAMENTE AMOR I,POSITIVO,0
A DIEZ MESES INICIO GOBIERNO PRESIDENTE AFIRMO VAMOS BIEN,POSITIVO,0
CUATRO MUJERES INDIGENAS CHIAPAS GRADUARON INGENIERAS INDIA NINGUNA ELLAS HABIA SALIDO COMUNIDAD HABLAN POCO ESPANOL CONOCIMIENTOS ADQUIRIERON PODRAN AYUDAR HABITANTES SUS LUGARES ORIGEN,POSITIVO,0
PRESIDENTE ANDRES MANUAFIRMA ESCUELAS DPAIS RECIBIRAN RECURSOS FORMA DIRECTA PARA MEJORAR PLANTELES,POSITIVO,0
CONOCERLO PUEDE HACER GRAN DIFERENCIA,POSITIVO,0
PRESIDENTE ANDRES MANUINFORMA APOYARA PRODUCTORES CAMPESINOS ANUNCIA INICIO DPROGRAMA SEMBRANDO VIDA,POSITIVO,0
PRESIDENTE ANDRES MANUDICE CONTRA VIOLENCIA E INSEGURIDAD ALGO AYUDA MUCHO MANTENGAN UNIDAS FAMILIAS,POSITIVO,0
ES MUY BUENO PARA SALUD,POSITIVO,0
SE HA GANADO REPUDIO MEXICANOS,POSITIVO,0
PRESIDENTE ANDRES MANUREITERA FORMULA ACABAR CORRUPCION E IMPUNIDAD ESO DEPENDE LOGREMOS RENACIMIENTO MEXICO,POSITIVO,0
PRESIDENTE ANDRES MANUDICE DIEZ MESES INICIO GOBIERNO VAMOS BIEN VA AVANZANDO,POSITIVO,0
PRESIDENTE ANDRES MANUPROMETE BASIFICAR TODOS TRABAJADORES DSECTOR SALUD INICIARA MIL,POSITIVO,0
TIENE GRAN TRAYECTORIA,POSITIVO,0
VAMOS HACER TODO LO PODAMOS DLADO MEXICANO PARA FACILITAR RATIFICACION,POSITIVO,0
UN GRAN GESTO,POSITIVO,0
TE DECIMOS TRAMITARLA,POSITIVO,0
HIJOS OFRECEN CONFERENCIA PRENSA SIGUEN SIN PODER VER CUERPO PAPA ESPERAN REUNIRSE HERMANA MENOR ESTA NOCHE VIA POR,POSITIVO,0
UNA RAZON MAS PARA AMARLO,POSITIVO,0
SU PADRE ENCUENTRA TERAPIA INTENSIVA,POSITIVO,0
EXISTE RESISTENCIA PARTE INDUSTRIA,POSITIVO,0
SE CONFIRMO HALLAZGO AMBOS CUERPOS,POSITIVO,0
LA OPERACION DJUEGO FUE AVALADA DIA ANTES DACCIDENTE,POSITIVO,0
ASI IMPARTIO CLASE DURANTE HORAS,POSITIVO,0
CINEASTA CONFIRMO ESTA ESCRIBIENDO LIBRO,POSITIVO,0
PADRE DCANCILLER ENCUENTRA DELICADO SALUD,POSITIVO,0
DESCUENTOS ESTARAN ORDEN DDIA X,POSITIVO,0
PASCAL BELTRAN DRIO ESCRIBE DOS OCTUBRE NO CUIDA,NEGATIVO,1
AUN NO HAY DECLARACIONES TRAS ENCUENTRO,NEGATIVO,1
NO HAY NADA MALO EXPERIMENTAR,NEGATIVO,1
SU NOVIO ERA MUY CEO VIOLENTO YA HABIA AMENAZADO MATARLA,NEGATIVO,1
DESTACO POLITICA SOCIAL NO PUEDE HACERSE DESDE SOLA INSTITUCION,NEGATIVO,1
YA NO ASUNTO PARTIDISTA REPRESENTAMOS PUEBLO SOMOS GOBIERNO PRESIDENTE ANDRES MANUEL,NEGATIVO,1
LA EMPRESA ASEGURO NO HABRA DESPIDOS,NEGATIVO,1
PRESIDENTE ANDRES MANUSE COMPROMETE NO FALTEN MEDICAMENTOS CLINICAS DPAIS,NEGATIVO,1
NARDA YA NO REPRESENTA NINGUN RIESGO,NEGATIVO,1
PAPA YO HACE ANOS NO TE PIDO NADA TU ME ENSENASTE TRABAJAR,NEGATIVO,1
JOVEN NO PIENSA DEJAR VEGANISMO,NEGATIVO,1
SECRETARIO RATIFICO NO HABRA NUEVOS IMPUESTOS NI AUMENTARAN YA EXISTENTES,NEGATIVO,1
PARA HIJOS DCANTANTE FUE DIFICIL LOCALIZAR RESTOS PADRE,NEGATIVO,1
DETIENEN SUJETO CENTENARIOS NO PUDO ACREDITAR PROPIEDAD NOTICIAS CON POR,NEGATIVO,1
CON ANIMALES NO VECINOS DENUNCIAN ENVENENAMIENTO MASIVO PERRITOS TODOS DETALLES CON,NEGATIVO,1
UN HOMBRE FUE DETENIDO POLANCO CENTENARIOS NO PUDO ACREDITAR PROPIEDAD VIA POR,NEGATIVO,1
AGRESOR RESULTO HERIDO FUE DETENIDO,NEGATIVO,1
LORENA RIVERA ESCRIBE TORTUGAS CUBIERTAS CHOCOLATE NO PETROLEO,NEGATIVO,1
YURIRIA SIERRA ESCRIBE LO DIA FUE NO SERA,NEGATIVO,1
ANGVERDUGO ESCRIBE NADIE HABLA DPATE ECONOMICO,NEGATIVO,1
HASTA MOMENTO NO HAY REPORTE PERSONAS FALLECIDAS,NEGATIVO,1
UN TERRIBLE CRIMEN,NEGATIVO,1
LA POLEMICA SOBRE RESTOS NO HA PARADO,NEGATIVO,1
PRESIDENTE AFIRMA AUMENTO NO HA SIDO SUFICIENTE,NEGATIVO,1
HASTA AHORA NO REPORTAN VICTIMAS,NEGATIVO,1
VICTOR BELTRI ESCRIBE OCTUBRE NO OLVIDA,NEGATIVO,1
SU USO MUY COMUN PERO NO TODO LO DICE VERDAD PRESTA ATENCION ESTOS DATOS,NEGATIVO,1
FENOMENO HIDROMETEOROLOGICO HA DEBILITADO DEPRESION TROPICAL,NEGATIVO,1
JOVEN ESTABA ALCOHOLIZADO ESO NO ESCUCHO LLEGADA MAQUINARIA,NEGATIVO,1
ASEGURAN NO LES ATIENDE REALIZAN MARCHA,NEGATIVO,1
PRESIDENTE ANDRES MANUSE COMPROMETE NO FALTEN MEDICAMENTOS NI PERSONAL MEDICO CLINICAS DPAIS,NEGATIVO,1
PRESIDENTEMENTO MUERTE COMENTO MEJOR HOMENAJE SEGUIR ESCUCHANDO SUS CANCIONES INFORMACION POR,NEGATIVO,1
AMERICA GOLEA CHIVAS AZULCREMAS DEMOSTRARON PODERIO OFENSIVO CHIVAS TERMINA JUGADORES TENA TIENE PESIMO DEBUT XX LES PARECIO JUEGO LO MEJOR DJUEGO,NEGATIVO,1
MATERIALIZA ESA IDEA TIENES MENTE NUNCA TARDE PARA INTENTARLO,NEGATIVO,1
PARA MARCO ANTONIO VIUDO INJUSTIFICABLE CHOFER ATROPELLO ESPOSA E HIJA,NEUTRO,2
CONSULTA VIAS ALTERNAS,NEUTRO,2
SERVICIOS EMERGENCIA YA ATIENDEN PERCANCE,NEUTRO,2
CASALUD SERIA EXCLUSIVA PARA ADQUIRIR CAABIS SUS DERIVADOS,NEUTRO,2
SEBASTIAN LURI ESCRIBE AJUSTANDO VAR,NEUTRO,2
ALFREDO MONT III RESPONDE TUS PREGUNTAS ENVIALAS ARLAMONT,NEUTRO,2
PAOLA DOMINGUEZ BOULA ESCRIBE TIRE MUROS EVITE REINCIDENCIAS,NEUTRO,2
ADRIAN RUEDA ESCRIBE SIN GRANADEROS SOLO DA FUCHIGUACALA,NEUTRO,2
MARIA AMPARO CASAR ESCRIBE PALABRA PRESIDENCIAL,NEUTRO,2
PRODUCTOS DEBERAN INFORMAR SOBRE SUS CONTENIDOS DANINOS PARA SALUD,NEUTRO,2
JUAN CAR SANCHEZ MAGALLAN ESCRIBE NACIONALIZACION,NEUTRO,2
LEO ZUCKERMA ESCRIBE ESTABAN HASTA MADRE RIAN ECHAR DESMADRE,NEUTRO,2
NO REPORTAN DANOS,NEUTRO,2
JORGE FERNANDEZ MENENDEZ ESCRIBE DELITOS FISCALES PROPIEDADES MAYO CAUSANTE CAUTIVO,NEUTRO,2
ENRI ARANDA ESCRIBE CDMX,NEUTRO,2
YURIRIA SIERRA ESCRIBE NO SOLO DERECHO DECIDIR,NEUTRO,2
FRANCISCO GARFIAS ESCRIBE POLICIAS MIRONES,NEUTRO,2
PERDONAN IMPUESTOS EMPRESAS POLITICOS ARTISTAS MIL MILLONES PESOS,NEUTRO,2
SARITA MARYSOL JOSE JOSE RECONCILIAN TRAS REUNION CONSULADO,NEUTRO,2
TODOS DETALLES MINUTOS,NEUTRO,2
CHECA ALTERNATIVAS VIALES,NEUTRO,2
OCURRIO PREVIO DSUPERCLASICO ANTE BOCA JUNIORS,NEUTRO,2
JORGE MAYORGA OLVERA LEGISLADOR DE,NEUTRO,2
SIGUE BUSCA CAMINO BIENESTAR,NEUTRO,2
SUPERARON BOCA JUNIORS,NEUTRO,2
SE LES MURIO AMOR,NEUTRO,2
ASI FOMENTAN BUENOS HABITOS ALIMENTICIOS,NEUTRO,2
LA CONSTRUCCION YA TRABAJA PUES CUMPLIO TODO,NEUTRO,2
SUBRAYAN NO ESTAN FAVOR DVANDALISMO,NEUTRO,2
PARECE COSAS YA ARREGLARON,NEUTRO,2
PRESIDENTE ESCRIBIO MENSAJE SUS REDES SOCIALES,NEUTRO,2
PROTEGERAN RECINTO DURANTE MARCHA MANANA,NEUTRO,2
PODRIA ESTAR LISTO PARA,NEUTRO,2